,date,Nicolas Dupont-Aignan,Hélène Thouy,Yannick Jadot,François Baroin,Jean-Frédéric Poisson,Jean Lassalle,Jean-Christophe Lagarde,Eric Piolle,Jean-Luc Mélenchon,François Hollande,Valérie Pécresse,Laurent Wauquiez,Christiane Taubira,Eric Ciotti,Philippe Juvin,Denis Payre,Philippe Poutou,Michel Barnier,Arnaud Montebourg,Florian Philippot,Emmanuel Macron,Eric Zemmour,Anne Hidalgo,Fabien Roussel,Bruno Retailleau,Marine Le Pen,Xavier Bertrand,Nathalie Arthaud,Sandrine Rousseau,François Asselineau
312,2022-02-10,1.63,null,4.89,null,0.07,1.21,0.1,null,9.63,null,15.51,null,4.2,null,null,null,0.78,9.21,0.87,0.75,24.55,14.28,2.58,3.62,null,16.74,13.15,0.15,null,0.29
313,2022-02-11,1.63,null,4.95,null,0.07,1.21,0.1,null,9.68,null,15.51,null,3.84,null,null,null,0.83,9.21,0.87,0.75,24.57,14.35,2.49,3.7,null,16.76,13.15,0.23,null,0.29
314,2022-02-12,1.63,null,4.85,null,0.07,1.21,0.1,null,9.79,null,15.44,null,3.71,null,null,null,0.83,9.21,0.87,0.75,24.62,14.36,2.49,3.71,null,16.84,13.15,0.24,null,0.29
315,2022-02-13,1.64,null,4.76,null,0.07,1.2,0.1,null,9.89,null,15.37,null,3.58,null,null,null,0.83,9.21,0.87,0.75,24.68,14.37,2.49,3.72,null,16.92,13.15,0.24,null,0.29
316,2022-02-14,1.64,null,4.66,null,0.07,1.2,0.1,null,10.0,null,15.3,null,3.45,null,null,null,0.83,9.21,0.87,0.75,24.73,14.38,2.49,3.73,null,17.0,13.15,0.25,null,0.29
317,2022-02-15,1.67,null,4.69,null,0.07,1.19,0.1,null,10.0,null,15.37,null,3.42,null,null,null,0.77,9.21,0.87,0.75,24.65,14.47,2.6,3.78,null,17.0,13.15,0.22,null,0.29
318,2022-02-16,1.67,null,4.8,null,0.07,1.18,0.1,null,10.29,null,15.02,null,3.14,null,null,null,0.73,9.21,0.87,0.75,24.84,14.47,2.59,3.81,null,16.98,13.15,0.29,null,0.29
319,2022-02-17,1.71,null,4.94,null,0.07,1.12,0.1,null,10.53,null,14.8,null,3.15,null,null,null,0.67,9.21,0.87,0.75,24.69,14.44,2.51,3.99,null,16.71,13.15,0.39,null,0.29
320,2022-02-18,1.74,null,4.98,null,0.07,1.21,0.1,null,10.56,null,14.76,null,2.97,null,null,null,0.55,9.21,0.87,0.75,24.72,14.76,2.55,4.18,null,16.4,13.15,0.33,null,0.29
321,2022-02-19,1.76,null,5.0,null,0.07,1.23,0.1,null,10.63,null,14.71,null,2.9,null,null,null,0.54,9.21,0.87,0.75,24.69,14.82,2.52,4.2,null,16.37,13.15,0.34,null,0.29
322,2022-02-20,1.78,null,5.01,null,0.07,1.24,0.1,null,10.7,null,14.66,null,2.82,null,null,null,0.52,9.21,0.87,0.75,24.65,14.87,2.5,4.23,null,16.35,13.15,0.34,null,0.29
323,2022-02-21,1.8,null,5.03,null,0.07,1.26,0.1,null,10.77,null,14.61,null,2.75,null,null,null,0.51,9.21,0.87,0.75,24.62,14.93,2.47,4.25,null,16.32,13.15,0.35,null,0.29
324,2022-02-22,1.88,null,5.16,null,0.07,1.24,0.1,null,10.83,null,14.2,null,2.67,null,null,null,0.57,9.21,0.87,0.75,24.6,14.96,2.36,4.26,null,16.44,13.15,0.42,null,0.29
325,2022-02-23,1.89,null,5.17,null,0.07,1.18,0.1,null,11.1,null,14.18,null,2.26,null,null,null,0.53,9.21,0.87,0.75,24.74,15.28,2.36,4.21,null,16.35,13.15,0.48,null,0.29
326,2022-02-24,1.84,null,5.17,null,0.07,1.18,0.1,null,11.1,null,14.12,null,2.2,null,null,null,0.58,9.21,0.87,0.75,24.8,15.23,2.36,4.21,null,16.46,13.15,0.47,null,0.29
327,2022-02-25,1.84,null,5.07,null,0.07,1.23,0.1,null,11.25,null,13.84,null,2.26,null,null,null,0.68,9.21,0.87,0.75,24.79,15.08,2.29,4.3,null,16.52,13.15,0.57,null,0.29
328,2022-02-26,1.9,null,5.28,null,0.07,1.3,0.1,null,11.2,null,13.72,null,2.24,null,null,null,0.73,9.21,0.87,0.75,24.96,14.96,2.33,4.29,null,16.45,13.15,0.6,null,0.29
329,2022-02-27,1.97,null,5.49,null,0.07,1.38,0.1,null,11.16,null,13.6,null,2.22,null,null,null,0.78,9.21,0.87,0.75,25.12,14.85,2.36,4.28,null,16.39,13.15,0.63,null,0.29
330,2022-02-28,1.9,null,5.54,null,0.07,1.41,0.1,null,11.29,null,13.43,null,2.06,null,null,null,0.8,9.21,0.87,0.75,25.5,14.62,2.21,4.15,null,16.64,13.15,0.63,null,0.29
331,2022-03-01,1.9,null,5.47,null,0.07,1.47,0.1,null,11.26,null,13.43,null,2.06,null,null,null,0.84,9.21,0.87,0.75,25.57,14.37,2.22,4.11,null,16.86,13.15,0.66,null,0.29
332,2022-03-02,1.91,null,5.54,null,0.07,1.48,0.1,null,11.15,null,13.33,null,1.78,null,null,null,0.83,9.21,0.87,0.75,26.66,13.43,2.31,3.87,null,17.21,13.15,0.67,null,0.29
333,2022-03-03,1.86,null,5.2,null,0.07,1.45,0.1,null,11.11,null,13.39,null,1.65,null,null,null,0.78,9.21,0.87,0.75,27.49,12.9,2.41,3.86,null,17.21,13.15,0.68,null,0.29
334,2022-03-04,1.84,null,5.21,null,0.07,1.43,0.1,null,11.07,null,13.65,null,1.54,null,null,null,0.82,9.21,0.87,0.75,27.64,12.5,2.47,3.94,null,17.28,13.15,0.66,null,0.29
335,2022-03-05,1.81,null,5.24,null,0.07,1.48,0.1,null,11.1,null,13.58,null,1.54,null,null,null,0.82,9.21,0.87,0.75,27.86,12.48,2.5,3.94,null,17.18,13.15,0.62,null,0.29
336,2022-03-06,1.78,null,5.28,null,0.07,1.52,0.1,null,11.12,null,13.5,null,1.54,null,null,null,0.81,9.21,0.87,0.75,28.08,12.45,2.53,3.93,null,17.08,13.15,0.59,null,0.29
337,2022-03-07,1.73,null,5.34,null,0.07,1.57,0.1,null,11.07,null,13.39,null,1.54,null,null,null,0.86,9.21,0.87,0.75,28.3,12.46,2.59,3.99,null,16.96,13.15,0.54,null,0.29
338,2022-03-08,1.66,null,5.38,null,0.07,1.81,0.1,null,11.32,null,12.54,null,1.54,null,null,null,0.92,9.21,0.87,0.75,29.78,12.08,2.44,4.08,null,17.15,13.15,0.49,null,0.29
339,2022-03-09,1.65,null,5.43,null,0.07,1.85,0.1,null,11.29,null,12.38,null,1.54,null,null,null,0.96,9.21,0.87,0.75,29.96,12.03,2.42,4.08,null,17.21,13.15,0.52,null,0.29
340,2022-03-10,1.6,null,5.3,null,0.07,1.9,0.1,null,11.28,null,12.12,null,1.54,null,null,null,0.96,9.21,0.87,0.75,30.49,11.95,2.36,3.9,null,17.61,13.15,0.52,null,0.29
341,2022-03-11,1.67,null,5.56,null,0.07,1.95,0.1,null,11.27,null,11.93,null,1.54,null,null,null,0.91,9.21,0.87,0.75,30.65,11.92,2.19,3.8,null,17.59,13.15,0.56,null,0.29
342,2022-03-12,1.59,null,5.69,null,0.07,1.86,0.1,null,11.2,null,11.95,null,1.54,null,null,null,0.96,9.21,0.87,0.75,30.42,12.14,2.27,3.75,null,17.64,13.15,0.52,null,0.29
343,2022-03-13,1.62,null,5.73,null,0.07,1.96,0.1,null,11.17,null,11.85,null,1.54,null,null,null,1.0,9.21,0.87,0.75,30.39,12.05,2.33,3.74,null,17.58,13.15,0.59,null,0.29
344,2022-03-14,1.64,null,5.9,null,0.07,2.01,0.1,null,11.26,null,11.6,null,1.54,null,null,null,1.05,9.21,0.87,0.75,30.37,12.15,2.36,3.64,null,17.46,13.15,0.56,null,0.29
345,2022-03-15,1.74,null,5.95,null,0.07,2.13,0.1,null,11.63,null,10.88,null,1.54,null,null,null,1.2,9.21,0.87,0.75,30.1,12.25,2.44,3.86,null,17.3,13.15,0.53,null,0.29
346,2022-03-16,1.81,null,5.95,null,0.07,2.18,0.1,null,11.73,null,10.8,null,1.54,null,null,null,1.24,9.21,0.87,0.75,29.97,12.22,2.5,3.81,null,17.27,13.15,0.51,null,0.29
347,2022-03-17,1.86,null,5.89,null,0.07,2.24,0.1,null,12.09,null,10.8,null,1.54,null,null,null,1.09,9.21,0.87,0.75,29.88,12.07,2.35,3.93,null,17.33,13.15,0.46,null,0.29
348,2022-03-18,1.85,null,5.65,null,0.07,2.48,0.1,null,12.29,null,10.97,null,1.54,null,null,null,0.97,9.21,0.87,0.75,30.0,11.97,2.35,3.95,null,17.1,13.15,0.41,null,0.29
349,2022-03-19,1.85,null,5.66,null,0.07,2.55,0.1,null,12.42,null,10.88,null,1.54,null,null,null,0.97,9.21,0.87,0.75,30.04,11.94,2.37,3.91,null,17.01,13.15,0.39,null,0.29
350,2022-03-20,1.8,null,5.62,null,0.07,2.65,0.1,null,12.46,null,11.05,null,1.54,null,null,null,1.03,9.21,0.87,0.75,30.01,11.76,2.34,3.94,null,16.91,13.15,0.43,null,0.29
351,2022-03-21,1.91,null,5.46,null,0.07,2.7,0.1,null,13.14,null,10.94,null,1.54,null,null,null,1.06,9.21,0.87,0.75,29.52,11.25,2.45,3.74,null,17.38,13.15,0.44,null,0.29
352,2022-03-22,1.91,null,5.46,null,0.07,2.66,0.1,null,13.24,null,10.93,null,1.54,null,null,null,1.1,9.21,0.87,0.75,29.48,11.2,2.4,3.7,null,17.43,13.15,0.49,null,0.29
353,2022-03-23,1.69,null,5.77,null,0.07,2.38,0.1,null,13.64,null,10.67,null,1.54,null,null,null,1.12,9.21,0.87,0.75,28.78,10.78,2.22,3.52,null,18.71,13.15,0.72,null,0.29
354,2022-03-24,1.66,null,5.97,null,0.07,2.36,0.1,null,13.68,null,10.6,null,1.54,null,null,null,0.99,9.21,0.87,0.75,28.44,10.84,2.04,3.6,null,18.94,13.15,0.88,null,0.29
355,2022-03-25,1.7,null,5.94,null,0.07,2.39,0.1,null,13.64,null,10.56,null,1.54,null,null,null,0.9,9.21,0.87,0.75,28.41,10.79,2.08,3.63,null,19.11,13.15,0.85,null,0.29
356,2022-03-26,1.78,null,5.86,null,0.07,2.39,0.1,null,13.76,null,10.6,null,1.54,null,null,null,0.9,9.21,0.87,0.75,28.33,10.79,2.08,3.59,null,19.11,13.15,0.81,null,0.29
357,2022-03-27,1.8,null,5.84,null,0.07,2.4,0.1,null,13.74,null,10.62,null,1.54,null,null,null,0.88,9.21,0.87,0.75,28.34,10.76,2.08,3.6,null,19.13,13.15,0.82,null,0.29
358,2022-03-28,1.81,null,5.81,null,0.07,2.41,0.1,null,13.71,null,10.63,null,1.54,null,null,null,0.86,9.21,0.87,0.75,28.34,10.74,2.08,3.6,null,19.16,13.15,0.84,null,0.29
